I'd like to acquire 12 gold and am willing to offer 18 coal in exchange. Are you interested in making a trade?,18,coal,12,gold
How about we make a trade? I'm willing to offer 12 wood in exchange for 39 iron.,12,wood,39,iron
I'd like to acquire 22 iron and am willing to offer 34 horses in exchange. Would you be interested in a trade?,34,horses,22,iron
How about a trade? I have 32 coal that I can offer in exchange for 17 horses.,32,coal,17,horses
I'd like to acquire 37 aluminum and am willing to trade 43 horses in exchange. Let me know if you're interested in a deal.,43,horses,37,aluminum
I'm willing to offer 25 iron for 15 wood. Are you open to a trade?,25,iron,15,wood
I have 41 stone and am looking to trade them for 2 gold. Would you consider the offer?,41,stone,2,gold
I have 43 stone that I'm looking to exchange for 29 coal. Would you like to make a trade?,43,stone,29,coal
I have 10 coal and am interested in trading them for 44 wood. What do you think?,10,coal,44,wood
I have 1 coal that I'm willing to trade for 23 wheat. Would you be interested in making a deal?,1,coal,23,wheat
I'm interested in trading 44 coal for 47 wheat. Would you be open to a trade?,44,coal,47,wheat
I have 14 iron that I'm willing to exchange for 40 gold. Let me know if you're interested in a trade.,14,iron,40,gold
I'm looking to trade 1 horses for 41 aluminum. Would you consider the offer?,1,horses,41,aluminum
I'm interested in trading 13 wood for 4 coal. What do you think?,13,wood,4,coal
I have 5 gold that I'm looking to trade for 48 horses. Would you be open to that exchange?,5,gold,48,horses
I'd like to acquire 41 wheat and am willing to offer 23 aluminum in exchange. Are you interested in making a trade?,23,aluminum,41,wheat
I have 43 wheat that I'm willing to exchange for 32 iron. Let me know if you're interested in a trade.,43,wheat,32,iron
I'm interested in acquiring 15 wood and am willing to offer 50 gold in exchange. Are you open to a trade?,50,gold,15,wood
I'm looking to trade 45 aluminum for 22 wood. Would you consider the offer?,45,aluminum,22,wood
I'm looking to acquire 18 gold and am willing to offer 6 iron in exchange. Would you be interested?,6,iron,18,gold
I have 9 iron that I'm willing to offer in exchange for 34 coal. Let me know if you're interested in a trade.,9,iron,34,coal
I'd like to acquire 19 iron and can offer 34 gold in exchange. Would you be interested in trading?,34,gold,19,iron
I have 16 coal and am looking to trade them for 8 iron. Would you consider the offer?,16,coal,8,iron
I have 30 aluminum that I'm willing to trade for 26 iron. Would you be interested?,30,aluminum,26,iron
I'm interested in acquiring 31 coal and am willing to trade 7 gold in exchange. Would you be open to that?,7,gold,31,coal
I'd like to trade 49 coal for 28 gold. What do you think?,49,coal,28,gold
I'd like to make a trade. I have 37 aluminum that I'm willing to offer for 19 wood. Would you be interested?,37,aluminum,19,wood
I have 47 gold that I can trade for 23 coal. Are you interested?,47,gold,23,coal
I'd like to make a trade. I have 28 stone that I'm willing to offer for 23 coal.,28,stone,23,coal
I'd like to acquire 46 horses and am willing to offer 33 coal in exchange. Would you be interested in a trade?,33,coal,46,horses
I'm interested in acquiring 27 coal and am willing to offer 15 horses in exchange. Are you open to a trade?,15,horses,27,coal
I have 19 iron that I'm looking to trade for 22 horses. Would you be open to that exchange?,19,iron,22,horses
I'm interested in making a trade. I have 12 horses that I can offer for 44 wheat. Would you consider it?,12,horses,44,wheat
I have 39 coal that I'm willing to trade for 50 stone. Would you be interested?,39,coal,50,stone
I'm interested in trading 37 wheat for 33 iron. Let me know if you're interested.,37,wheat,33,iron
I'm interested in acquiring 31 wheat and am willing to offer 44 stone in exchange. Are you open to a trade?,44,stone,31,wheat
I have 37 coal that I'm willing to trade for 11 aluminum. Would you be interested?,37,coal,11,aluminum
I'm willing to trade 42 wheat for 7 wood. Is that something you'd be interested in?,42,wheat,7,wood
I'm interested in trading 48 stone for 5 coal. Let me know if you're interested.,48,stone,5,coal
I'd like to acquire 41 aluminum and can offer 39 stone in exchange. Would you be interested in trading?,39,stone,41,aluminum
I'm interested in acquiring 43 wood and am willing to offer 4 iron in exchange. Are you open to a trade?,4,iron,43,wood
I'd like to offer 1 iron for 39 coal. Would you consider the trade?,1,iron,39,coal
I'm looking to trade 48 coal for 35 iron. Would you consider the offer?,48,coal,35,iron
I have 5 iron and am looking to exchange them for 32 aluminum. Would you be open to a trade?,5,iron,32,aluminum
How about a trade? I have 48 stone that I can offer in exchange for 14 iron.,48,stone,14,iron
I'd like to offer 21 horses in exchange for 27 aluminum. Let me know if you're interested in making a trade.,21,horses,27,aluminum
I'm willing to exchange 12 stone for 28 gold. Let me know if you're interested.,12,stone,28,gold
I'd like to offer 33 coal in exchange for 28 wheat. Let me know if you're interested in making a trade.,33,coal,28,wheat
I'm willing to trade 22 stone for 25 aluminum. Let me know if you're interested.,22,stone,25,aluminum
I'd like to acquire 28 aluminum and am willing to trade 11 wheat in exchange. Let me know if you're interested in a deal.,11,wheat,28,aluminum
I'm interested in trading 18 horses for 18 coal. What do you think?,18,horses,18,coal
I have 8 gold and am interested in exchanging them for 30 wood. Are you open to a trade?,8,gold,30,wood
I'm willing to offer 6 iron for 47 aluminum. Let me know if you're interested in making a trade.,6,iron,47,aluminum
I'm looking to trade 37 wood for 40 gold. Would you consider the offer?,37,wood,40,gold
I'm interested in acquiring 35 gold and am willing to offer 41 wood in exchange. Are you open to a trade?,41,wood,35,gold
I have 32 iron that I can trade for 45 stone. Are you interested in making a deal?,32,iron,45,stone
I'd like to trade 26 gold for 21 horses. What do you think?,26,gold,21,horses
How about a trade? I have 4 wood that I'm willing to exchange for 44 iron.,4,wood,44,iron
I'm looking to trade 11 stone for 38 gold. Would you consider the offer?,11,stone,38,gold
I have 12 horses and am looking to exchange them for 43 aluminum. Would you be open to a trade?,12,horses,43,aluminum
I have 28 gold and am interested in trading them for 19 iron. What do you think?,28,gold,19,iron
I have 17 stone and am looking to trade them for 21 aluminum. Would you consider the offer?,17,stone,21,aluminum
I'm willing to exchange 49 aluminum for 33 stone. Is that something you'd be interested in?,49,aluminum,33,stone
I'd like to acquire 17 gold and am willing to offer 35 coal in exchange. Are you open to a trade?,35,coal,17,gold
I'm willing to trade 25 horses for 37 wood. Let me know if you're interested.,25,horses,37,wood
I have 25 iron and am looking to exchange them for 42 aluminum. Would you be open to a trade?,25,iron,42,aluminum
I'm looking to acquire 44 iron and can offer 28 aluminum in exchange. Would you be interested in a trade?,28,aluminum,44,iron
I'd like to make a trade. I have 33 iron that I'm willing to offer for 11 horses.,33,iron,11,horses
I have 44 wood and I'm interested in trading them for 27 iron. Would you consider the offer?,44,wood,27,iron
I have 30 coal that I'm willing to trade for 28 iron. Would you be interested?,30,coal,28,iron
I'm interested in acquiring 12 wheat and am willing to trade 7 aluminum in exchange. Would you consider the offer?,7,aluminum,12,wheat
I'm looking to diversify my assets and would like to trade 20 iron for 12 aluminum. Would you consider it?,20,iron,12,aluminum
I'm interested in trading 46 wheat for 44 aluminum. Let me know if you'd like to make a deal.,46,wheat,44,aluminum
I have 35 stone that I'm willing to exchange for 4 gold. Let me know if you're interested in a trade.,35,stone,4,gold
I'd like to offer 48 gold for 30 stone. Would you be interested in making a trade?,48,gold,30,stone
I'd like to make a trade. I have 6 horses that I'm willing to offer for 26 stone. Would you be interested?,6,horses,26,stone
I'm interested in making a trade. I have 34 coal that I can offer for 21 stone. Would you consider it?,34,coal,21,stone
I'm interested in trading 14 coal for 5 aluminum. Let me know if you'd like to make a deal.,14,coal,5,aluminum
I have 35 stone that I'm willing to offer in exchange for 33 aluminum. Let me know if you're interested in a trade.,35,stone,33,aluminum
I'm interested in acquiring 2 aluminum and am willing to offer 3 wheat in exchange. Are you open to a trade?,3,wheat,2,aluminum
How about we make a deal? I have 35 stone that I can trade for 37 horses.,35,stone,37,horses
I have 28 iron and am looking to trade them for 25 wood. Would you consider the offer?,28,iron,25,wood
I'm interested in acquiring 39 wheat and am willing to offer 34 stone in exchange. Are you open to a trade?,34,stone,39,wheat
I'm looking to diversify my assets and would like to trade 4 coal for 7 iron. Would you consider it?,4,coal,7,iron
I have 29 gold and am looking to exchange them for 42 coal. Would you be open to a trade?,29,gold,42,coal
I'm looking to trade 8 coal for 32 horses. Would you consider the offer?,8,coal,32,horses
I'd like to make a trade. I have 10 aluminum that I'm willing to offer for 40 coal. Would you be interested?,10,aluminum,40,coal
I'd like to offer 24 iron for 18 horses. Would you consider the trade?,24,iron,18,horses
How about a trade? I have 33 wood that I can offer in exchange for 22 horses.,33,wood,22,horses
I have 4 iron that I'm willing to trade for 35 aluminum. Would you consider the offer?,4,iron,35,aluminum
I have 19 stone and am interested in exchanging them for 3 gold. Are you open to a trade?,19,stone,3,gold
I'm interested in acquiring 3 aluminum and am willing to offer 32 horses in exchange. Let me know if you're interested in a trade.,32,horses,3,aluminum
I'd like to acquire 11 wheat and can offer 14 gold in exchange. Would you be interested in trading?,14,gold,11,wheat
I have 29 wood that I'm willing to trade for 50 iron. Would you be interested in making a deal?,29,wood,50,iron
I have 50 wood that I'm willing to exchange for 22 iron. Let me know if you're interested in a trade.,50,wood,22,iron
I'd like to acquire 48 wood and am willing to trade 10 wheat in exchange. Let me know if you're interested in a deal.,10,wheat,48,wood
I'm looking to trade 50 gold for 48 aluminum. Would you consider the offer?,50,gold,48,aluminum
I'd like to make a trade. I have 24 aluminum that I'm willing to offer for 43 coal. Would you be interested?,24,aluminum,43,coal
I'd like to offer 35 wood for 3 coal. Are you open to a trade?,35,wood,3,coal
Are you open to a trade? I have 33 horses that I'm willing to exchange for 41 gold.,33,horses,41,gold
I'd like to acquire 29 wheat and am willing to offer 25 horses in exchange. Would you be interested in a trade?,25,horses,29,wheat
I'm looking to trade 12 stone for 7 iron. Would you consider the offer?,12,stone,7,iron
I have 2 stone that I'm looking to trade for 39 gold. Would you be open to that exchange?,2,stone,39,gold
I'd like to make a trade. I have 41 gold that I'm willing to offer for 2 coal.,41,gold,2,coal
I have 19 stone and I'm interested in trading them for 2 iron. Would you consider the offer?,19,stone,2,iron
I'm looking to trade 9 coal for 28 wood. Would you consider the offer?,9,coal,28,wood
I'm looking to diversify my assets and would like to trade 49 wheat for 16 wood. Would you consider it?,49,wheat,16,wood
I'm willing to trade 4 wheat for 24 gold. Let me know if you're interested.,4,wheat,24,gold
I'm looking to acquire 16 wood and am willing to offer 31 iron in exchange. Let me know if you're interested in a trade.,31,iron,16,wood
I'm looking to diversify my assets and would like to trade 35 iron for 3 wood. Would you consider it?,35,iron,3,wood
I'm looking to acquire 3 iron and am willing to offer 44 stone in exchange. Let me know if you're interested in a trade.,44,stone,3,iron
I'm interested in trading 11 stone for 15 aluminum. Let me know if you're interested.,11,stone,15,aluminum
I'm interested in trading 21 gold for 11 wheat. Let me know if you're interested.,21,gold,11,wheat
I'm looking to diversify my assets and would like to trade 16 wheat for 37 horses. Would you consider it?,16,wheat,37,horses
How about a trade? I'll give you 50 stone in exchange for 30 aluminum.,50,stone,30,aluminum
I'd like to make a trade. I have 6 wood that I'm willing to offer for 47 iron.,6,wood,47,iron
How about we make a deal? I have 40 stone and I'm interested in trading them for 28 coal.,40,stone,28,coal
I have 33 aluminum that I'm willing to trade for 21 stone. Are you open to a deal?,33,aluminum,21,stone
I'm willing to trade 7 gold for 40 iron. Let me know if you're interested.,7,gold,40,iron
I have 19 stone and am interested in trading them for 13 horses. What do you think?,19,stone,13,horses
I'm willing to trade 25 gold for 10 aluminum. Let me know if you're interested.,25,gold,10,aluminum
I have 13 horses and am looking to trade them for 3 stone. Would you consider the offer?,13,horses,3,stone
I'm looking to acquire 24 coal and am willing to offer 12 iron in exchange. Would you be interested?,12,iron,24,coal
I'd like to make a trade. I have 39 aluminum that I'm willing to offer for 24 gold.,39,aluminum,24,gold
I'm interested in trading 46 stone for 30 coal. What do you think?,46,stone,30,coal
I'd like to acquire 11 aluminum and am willing to offer 22 coal in exchange. Are you open to a trade?,22,coal,11,aluminum
How about a trade? I have 12 horses that I can offer in exchange for 31 iron.,12,horses,31,iron
I'm interested in trading 4 iron for 3 horses. What do you think?,4,iron,3,horses
I'm looking to trade 30 wood for 40 wheat. Would you consider the offer?,30,wood,40,wheat
How about a trade? I have 6 horses that I can offer in exchange for 15 wheat.,6,horses,15,wheat
I'm interested in trading 13 coal for 13 gold. Would you be open to a trade?,13,coal,13,gold
I'm interested in acquiring 25 horses and am willing to trade 13 wood in exchange. Would you be open to that?,13,wood,25,horses
"If you're interested in trading, I have 45 stone that I'm willing to offer for 14 iron.",45,stone,14,iron
I'd like to trade 4 aluminum for 16 iron. Let me know if you're interested.,4,aluminum,16,iron
I'm willing to exchange 26 horses for 50 wood. Let me know if you're interested in a trade.,26,horses,50,wood
I have 20 wood that I'm looking to trade for 20 aluminum. Would you be open to that exchange?,20,wood,20,aluminum
I'd like to acquire 28 aluminum and am willing to offer 17 stone in exchange. Are you interested in making a trade?,17,stone,28,aluminum
"If you're interested in trading, I have 22 wheat that I'm willing to offer for 21 iron.",22,wheat,21,iron
I'd like to acquire 19 horses and am willing to offer 38 iron in exchange. Are you open to a trade?,38,iron,19,horses
I'm interested in acquiring 7 gold and am willing to offer 6 stone in exchange. Are you open to a trade?,6,stone,7,gold
I'm interested in acquiring 29 gold and am willing to offer 13 aluminum in exchange. Are you open to a trade?,13,aluminum,29,gold
I'm willing to trade 15 coal for 41 stone. Let me know if you're interested.,15,coal,41,stone
I'm willing to trade 19 coal for 32 wheat. Let me know if you're interested.,19,coal,32,wheat
I'd like to make a trade. I have 28 horses that I'm willing to offer for 14 stone. Would you be interested?,28,horses,14,stone
I'd like to offer 21 coal for 1 horses. Are you open to a trade?,21,coal,1,horses
I have 35 aluminum that I'm looking to exchange for 40 stone. Would you like to make a trade?,35,aluminum,40,stone
I'd like to acquire 39 horses and am willing to offer 30 aluminum in exchange. Would you be interested in a trade?,30,aluminum,39,horses
I have 16 aluminum that I'm looking to exchange for 20 horses. Are you open to a trade?,16,aluminum,20,horses
I have 28 wood that I'm willing to trade for 34 aluminum. Would you be interested in making a deal?,28,wood,34,aluminum
I'd like to offer 11 wood for 19 stone. Would you be interested in making a trade?,11,wood,19,stone
I have 36 stone that I'm willing to trade for 24 wheat. Would you be interested in making a deal?,36,stone,24,wheat
I'm willing to exchange 10 wood for 11 horses. Let me know if you're interested.,10,wood,11,horses
I'm interested in acquiring 37 wood and am willing to offer 11 aluminum in exchange. Are you open to a trade?,11,aluminum,37,wood
I'm willing to trade 13 wood for 34 gold. Would you consider the offer?,13,wood,34,gold
I'm interested in trading 15 horses for 41 gold. What do you think?,15,horses,41,gold
I'm willing to trade 48 wood for 40 gold. Would you consider the offer?,48,wood,40,gold
I'm looking to acquire 38 coal and am willing to trade 19 wheat for them. Would you be interested?,19,wheat,38,coal
I'm looking to acquire 19 iron and am willing to offer 17 aluminum in exchange. Would you be interested?,17,aluminum,19,iron
I have 50 coal that I'm looking to trade for 30 aluminum. Let me know if you're interested.,50,coal,30,aluminum
I'm interested in trading 46 wheat for 24 wood. Would you be open to a trade?,46,wheat,24,wood
I'm looking to trade 23 aluminum for 45 iron. Would you consider the offer?,23,aluminum,45,iron
I'd like to make a trade. I have 4 wheat that I'm willing to offer for 33 stone.,4,wheat,33,stone
How about a trade? I'll give you 19 horses in exchange for 27 gold.,19,horses,27,gold
I'm interested in acquiring 45 stone and am willing to offer 1 aluminum in exchange. Are you open to a trade?,1,aluminum,45,stone
I'd like to make a trade. I have 3 gold that I can offer for 46 iron.,3,gold,46,iron
I'm interested in trading 12 gold for 25 iron. What do you think?,12,gold,25,iron
I'd like to offer 16 horses in exchange for 48 wheat. Let me know if you're interested in making a trade.,16,horses,48,wheat
I have 44 iron and am interested in trading them for 36 stone. What do you think?,44,iron,36,stone
How about we make a trade? I'm willing to offer 18 coal in exchange for 39 stone.,18,coal,39,stone
I'd like to acquire 48 coal and am willing to offer 27 horses in exchange. Are you interested in making a trade?,27,horses,48,coal
How about a trade? I'll give you 6 aluminum in exchange for 10 gold.,6,aluminum,10,gold
I have 46 gold that I can trade for 27 stone. Are you interested?,46,gold,27,stone
I'm looking to acquire 28 wheat and am willing to offer 49 stone in exchange. Let me know if you're interested in a trade.,49,stone,28,wheat
How about a trade? I have 24 wheat that I can offer in exchange for 13 stone.,24,wheat,13,stone
How about we make a deal? I have 39 gold and I'm interested in trading them for 5 aluminum.,39,gold,5,aluminum
I'm interested in acquiring 39 wood and am willing to trade 44 coal in exchange. Would you be open to that?,44,coal,39,wood
I'd like to acquire 11 iron and can offer 18 aluminum in exchange. Let me know if you're interested in a trade.,18,aluminum,11,iron
How about we make a deal? I have 21 aluminum and I'm interested in trading them for 8 iron.,21,aluminum,8,iron
I'm interested in trading 35 gold for 17 wood. What do you think?,35,gold,17,wood
"If you're interested in trading, I have 4 aluminum that I'm willing to offer for 41 stone.",4,aluminum,41,stone
I'm looking to acquire 7 stone and am willing to trade 21 aluminum for them. Would you be interested?,21,aluminum,7,stone
I have 37 horses that I'm willing to trade for 28 gold. Would you be interested in making a deal?,37,horses,28,gold
I have 26 gold that I can trade for 16 aluminum. Are you interested?,26,gold,16,aluminum
I'd like to acquire 25 wheat and am willing to offer 35 horses in exchange. Would you be interested in a trade?,35,horses,25,wheat
I'm interested in acquiring 40 wheat and am willing to offer 50 horses in exchange. Let me know if you're interested in a trade.,50,horses,40,wheat
Would you be willing to trade 2 wheat for 14 iron ? Let me know.,14,iron,2,wheat
I'd like to offer 10 horses for 4 aluminum. Are you open to a trade?,10,horses,4,aluminum
I'm looking to diversify my holdings and would like to trade 38 aluminum for 11 wheat. Would you be interested?,38,aluminum,11,wheat
I'm interested in acquiring 17 wheat and am willing to trade 30 coal in exchange. Would you be open to that?,30,coal,17,wheat
I'm interested in acquiring 34 aluminum and am willing to offer 3 wheat in exchange. Let me know if you're interested in a trade.,3,wheat,34,aluminum
I'm willing to trade 44 horses for 40 coal. Let me know if you're interested.,44,horses,40,coal
I have 27 iron that I can trade for 10 aluminum. Are you interested in making a deal?,27,iron,10,aluminum
I have 21 horses that I'm willing to trade for 21 wood. Would you be interested in making a deal?,21,horses,21,wood
I'm interested in trading 38 wheat for 29 aluminum. What do you think?,38,wheat,29,aluminum
I have 41 stone that I can trade for 49 iron. Are you interested?,41,stone,49,iron
How about a trade? I have 35 wheat that I'm willing to exchange for 48 horses.,35,wheat,48,horses
I'm looking to trade 42 wood for 10 horses. Would you consider the offer?,42,wood,10,horses
I'd like to make a trade. I have 49 wood that I'm willing to offer for 39 horses.,49,wood,39,horses
How about we make a deal? I have 48 iron and I'm interested in trading them for 49 horses.,48,iron,49,horses
How about a trade? I have 30 iron that I can offer in exchange for 4 aluminum.,30,iron,4,aluminum
I'm looking to acquire 11 iron and am willing to offer 10 coal in exchange. Would you be interested?,10,coal,11,iron
I'm looking to trade 9 aluminum for 19 gold. Would you consider the offer?,9,aluminum,19,gold
I have 23 stone and am looking to exchange them for 26 horses. Would you be open to a trade?,23,stone,26,horses
I'm willing to trade 7 aluminum for 30 wheat. Let me know if you're interested.,7,aluminum,30,wheat
I'd like to offer 22 gold for 41 wheat. Are you open to a trade?,22,gold,41,wheat
I'd like to acquire 15 stone and am willing to offer 12 wood in exchange. Are you interested in making a trade?,12,wood,15,stone
I'd like to make a trade. I have 42 wheat that I'm willing to offer for 4 coal.,42,wheat,4,coal
I'd like to acquire 5 wood and can offer 25 stone in exchange. Would you be interested in trading?,25,stone,5,wood
I'd like to acquire 43 coal and am willing to offer 39 horses in exchange. Would you be interested in a trade?,39,horses,43,coal
I'm interested in acquiring 11 horses and am willing to offer 13 stone in exchange. Are you open to a trade?,13,stone,11,horses
I'm willing to trade 40 horses for 17 iron. Let me know if you're interested.,40,horses,17,iron
I'm willing to trade 27 horses for 26 wheat. Is that something you'd be interested in?,27,horses,26,wheat
I have 36 coal that I'm willing to exchange for 6 iron. Let me know if you're interested in a trade.,36,coal,6,iron
I have 14 stone and am interested in exchanging them for 24 wheat. Are you open to a trade?,14,stone,24,wheat
I'm willing to offer 47 gold for 12 wood. Are you interested in making a trade?,47,gold,12,wood
How about a trade? I have 12 stone that I can offer in exchange for 35 gold.,12,stone,35,gold
I'd like to offer 39 aluminum for 38 coal. Would you consider the trade?,39,aluminum,38,coal
I'm willing to exchange 37 stone for 25 horses. Let me know if you're interested in a trade.,37,stone,25,horses
I'm looking to diversify my assets and would like to trade 37 wheat for 30 coal. What do you think?,37,wheat,30,coal
I have 30 gold that I'm looking to trade for 20 wheat. Would you be open to that exchange?,30,gold,20,wheat
I'd like to acquire 32 gold and can offer 15 horses in exchange. Let me know if you're interested in a trade.,15,horses,32,gold
I'm interested in trading 37 aluminum for 13 coal. What do you think?,37,aluminum,13,coal
I'd like to acquire 16 wood and can offer 27 horses in exchange. Let me know if you're interested in a trade.,27,horses,16,wood
I'd like to acquire 44 wood and am willing to offer 19 iron in exchange. Are you interested in making a trade?,19,iron,44,wood
I have 33 horses that I'm willing to trade for 21 iron. Are you open to a deal?,33,horses,21,iron
I'm interested in trading 39 coal for 19 horses. Would you be open to a trade?,39,coal,19,horses
I'd like to trade 37 gold for 7 horses. What do you think?,37,gold,7,horses
I'm interested in acquiring 23 wheat and am willing to offer 41 coal in exchange. Let me know if you're interested in a trade.,41,coal,23,wheat
I have 1 coal and am interested in exchanging them for 12 stone. Are you open to a trade?,1,coal,12,stone
I have 25 iron that I'm willing to trade for 13 horses. Would you be interested in making a deal?,25,iron,13,horses
I'm interested in acquiring 23 wood and am willing to offer 31 coal in exchange. Are you open to a trade?,31,coal,23,wood
I'm looking to acquire 19 coal and am willing to offer 43 aluminum in exchange. Let me know if you're interested in a trade.,43,aluminum,19,coal
How about we make a trade? I'm willing to offer 30 wood in exchange for 29 aluminum.,30,wood,29,aluminum
How about we make a trade? I'm willing to offer 1 wood in exchange for 17 stone.,1,wood,17,stone
I have 17 aluminum that I'm interested in trading for 37 wood. Would you consider the offer?,17,aluminum,37,wood
I have 18 gold that I'm looking to trade for 13 aluminum. Let me know if you're interested.,18,gold,13,aluminum
I'd like to offer 9 horses for 49 wood. Are you open to a trade?,9,horses,49,wood
I'm looking to diversify my holdings and would like to trade 7 iron for 18 wheat. Would you be interested?,7,iron,18,wheat
I have 44 aluminum that I'm looking to exchange for 11 horses. Are you open to a trade?,44,aluminum,11,horses
I'm willing to trade 17 aluminum for 9 stone. Is that something you'd be interested in?,17,aluminum,9,stone
I have 7 gold and I'm interested in trading them for 7 coal. Would you consider the offer?,7,gold,7,coal
I'm willing to trade 23 wheat for 8 coal. Let me know if you're interested.,23,wheat,8,coal
I'm willing to exchange 11 horses for 11 iron. Let me know if you're interested in a trade.,11,horses,11,iron
I'm willing to offer 33 wheat for 13 coal. Let me know if you're interested in making a trade.,33,wheat,13,coal
I'm willing to exchange 45 aluminum for 30 gold. Let me know if you're interested.,45,aluminum,30,gold
I'm interested in acquiring 35 wheat. I have 30 wood that I can offer in exchange. Would you consider the trade?,30,wood,35,wheat
I'm interested in trading 48 aluminum for 44 stone. Let me know if you're interested.,48,aluminum,44,stone
I'd like to trade 45 wheat for 45 gold. What do you think?,45,wheat,45,gold
I'm interested in trading 40 wheat for 4 horses. Let me know if you'd like to make a deal.,40,wheat,4,horses
I have 15 wheat and am looking to exchange them for 36 coal. Would you be open to a trade?,15,wheat,36,coal
I'm interested in acquiring 47 horses and am willing to offer 34 aluminum in exchange. Are you open to a trade?,34,aluminum,47,horses
I'm interested in acquiring 16 coal and am willing to offer 5 aluminum in exchange. Let me know if you're interested in a trade.,5,aluminum,16,coal
I'm interested in trading 14 coal for 28 iron. What do you think?,14,coal,28,iron
I'd like to make a trade. I have 44 stone that I can offer for 2 wood.,44,stone,2,wood
I have 38 aluminum that I'm looking to exchange for 40 wood. Are you open to a trade?,38,aluminum,40,wood
I have 34 horses and am looking to trade them for 27 wheat. Would you consider the offer?,34,horses,27,wheat
I'm interested in trading 41 coal for 28 stone. What do you think?,41,coal,28,stone
I'm looking to trade 2 aluminum for 10 horses. Would you consider the offer?,2,aluminum,10,horses
I have 18 stone and am looking to exchange them for 7 horses. Would you be open to a trade?,18,stone,7,horses
I have 23 coal that I'm willing to offer in exchange for 3 horses. Let me know if you're interested in a trade.,23,coal,3,horses
How about a trade? I have 9 stone that I can offer in exchange for 4 gold.,9,stone,4,gold
I'd like to make a trade. I have 15 wheat that I can offer for 30 stone.,15,wheat,30,stone
I'm looking to diversify my assets and would like to trade 11 wheat for 38 aluminum. What do you think?,11,wheat,38,aluminum
I'd like to acquire 13 stone and am willing to offer 20 wood in exchange. Are you interested in making a trade?,20,wood,13,stone
I'd like to offer 40 iron for 15 wood. Are you open to a trade?,40,iron,15,wood
I'd like to make a trade. I have 40 horses that I'm willing to offer for 16 coal.,40,horses,16,coal
I'd like to offer 46 wood for 40 wheat. Would you consider the trade?,46,wood,40,wheat
I have 31 stone that I'm looking to exchange for 21 iron. Would you like to make a trade?,31,stone,21,iron
I'd like to offer 8 gold for 20 horses. Are you open to a trade?,8,gold,20,horses
